Name,Price,Seller Name,Seller Location,Seller Phone,Item,Brand,Condition,Laptop Type,Processor Type,Processor Speed,Screen Size,RAM,Hard Disk,Disk Type,Graphics Card,Networking,Webcam,Card Reader,Battery,Keyboard,Software,Dimensions (W x D x H),Product Weight (Kg),Series,Chipset,Audio/Speaker,Optical Drive,Model,Extra Slot,Ports,Other Features
Lenovo ThinkPad T14 AMD Ryzen 5 Pro 5850U,"৳ 44,999",TWO STAR LAPTOP,ElephantRoad,01723574892,Used Laptop,Lenovo,Used,Standard,AMD Ryzen 5 Pro,up to 4.2GHz,14 Inch HD,16GB (2 x 8GB) Up to 3200MHz DDR4 Non-ECC,512GB M.2 NVMe,SSD,Integrated AMD Radeon Graphics,Wi-Fi 6 802.11AX (2 x 2),720p HD with Think Shutter,MicroSD card reader,"3 Cell, 50Wh Up to 10.7 hours (MM18)",Spill Resistant & Backlit,Windows,"0.70 x 12.9 x 8.9""",1.46 Kg,Lenovo Thinkpad,,Dolby Audio Speaker System/Dual far-field microphones,,,,,
Dell Inspiron 15-3567 Core i3 7th Gen 8GB RAM Laptop,"৳ 18,490",Rainbow Computer,Mirpur,01914360134,Used Laptop,Dell,Used,Standard,Intel Core i3-7020U 7th Generation,"3M Cache, 2.30 GHz",15.6-inch HD Anti-Glare LED-Backlit Display,8GB DDR4,256GB,SSD,Intel HD Graphics 620,"10/100 Ethernet LAN, Dell(TM) Wireless 1704 802.11b/g/n with Bluetooth v4.0",Integrated Widescreen HD,Multi Card Reader,2-cell,Standard,Windows,380.00 x 260.30 x 23.70 mm,1.7 Kg,Dell Inspiron,,High Definition Audio with Waves MaxxAudio Pro,DVD Optical Drive,,,,
HP EliteBook 830 G8 i5 11th Gen 256GB SSD / 16GB RAM,"৳ 44,000",Trade One,ElephantRoad,01404007312,Used Laptop,HP,Used,Standard,Intel Core i5-1135G7 11th Gen,"2.4GHz Base frequency, up to 4.2GHz with Intel Turbo Boost Technology 8MB cache, 4 cores","13.3-inch Diagonal FHD bent, Anti-Glare UMA eDP, 250 nits, 45% NTSC",16GB DDR4 3200MHz,256GB NVMe,SSD,Intel Iris Xe 8GB,"Intel Wi-Fi 6 AX201 (2x2) and Bluetooth 5 combo, vPro",720p,Smartcard reader (optional),"HP Long Life 3-cell, 56 Wh Li-ion",Spill-resistant and backlight function,Windows,30.76 x 20.45 x 1.78 cm,Starting at 1.26 Kg,HP EliteBook,Integrated with processor,Integrated stereo speakers,N/A,,,,
HP EliteBook 845 G8 AMD Ryzen 7 Pro 5850U 8GB RAM,"৳ 40,000",Liberal IT,ElephantRoad,01793466420,Used Laptop,,Used,Standard,AMD Ryzen 7 Pro 5850U,1.9GHz base frequency & 8 GPU cores,"14.0"" Ultra HD",8GB DDR4,256GB,SSD,AMD Radeon Graphics,"LAN, Wi-Fi & Bluetooth",HD Webcam,,3 Cell 53 WHr Long Life,Backlit Keyboard,Windows 10 Pro 64,30.78 x 20.46 x 1.79cm,1.37Kg,Others,Integrated with processor,Integrated stereo speakers,,,,,
"Lenovo ThinkPad T495s Ryzen-5 3500U 14"" Touch","৳ 32,000",Laptop Land Bd,ElephantRoad,01897496011,Used Laptop,Lenovo,Used,Standard,AMD Ryzen 5 3500U,"Base Frequency 2.1GHz, up to 3.7 GHz","14"" FHD, Wide View Angle Anti Glare 300-nits LED Backlit Touch",16GB DDR4 2666 MHz,256GB,SSD,"Dedicated 2GB Graphics, Shared 4GB Graphics",Wi-Fi 6 802.11ax Bluetooth 5.0 Ethernet 802.3,HD,1 smart card reader,3-Cell Li-ion,US International,Windows 10 Pro,,1.58 Kg,Lenovo Thinkpad,AMD Ryzen,Dual Speaker,,,,,
Lenovo IdeaPad V310 Core i5 7th Gen 256GB SSD,"৳ 18,500",Rainbow Computer,Mirpur,01914360134,Used Laptop,Lenovo,Used,Standard,Intel Core i5 7th Gen,2.5 GHz Up To 3.10 GHz,"14.1"" Full HD 1920 x 1080 LED Display",8GB DDR4,256GB,SSD,Intel HD 620 Graphics,WiFi 802.11 a/c II 10/100/1000M Gigabit EthernetII Bluetooth® 4.0 Combo with WiFi Card II,HD webcam,,4 Cell Battery,,,,2 Kg,Others,Intel,2 x Stereo Speakers With Dolby Audio,,,,,
"HP 15S-DU1014TU Core i3 10th Gen 15.6"" 1TB HDD Laptop","৳ 24,000",sufian,Shah Makhdum,01791755995,Used Laptop,HP,Used,Standard,Intel Core i3-10110U 10th Generation,2.10 GHz up to 4.1GHz,"15.6"" Diagonal FHD SVA Anti-Glare Micro-Edge WLED-Backlit",4GB DDR4,128GB SSD + 1TB HDD,SSD + HDD,Intel UHD Graphics,LAN / Wi-Fi / Bluetooth,Yes,1 Multi-Format SD Media,"3-Cell, 41 Wh Li-ion Battery",,Standard,,,Others,,Dual Speakers,,,,,
HP ProBook 440 G1 Core i5 4th Gen Professional Laptop,"৳ 13,999",Rainbow Computer,Mirpur,01914360134,Used Laptop,HP,Used,Standard,Intel Core i5-4200M 4th Generation,"2.5GHz Base Clock Speed up to 3.1GHz Turbo Boost, 3MB L3 Cache","14"" Diagonal LED-backlit HD Anti-Glare",8GB DDR3,500GB,HDD,Intel HD Graphics,"Gigabit LAN, WiFi, Bluetooth",HD Web Camera,Multi Cardreader,6 Cell,Standard,Windows,,2.10 Kg,HP Probook,Intel HM87 Express,DTS Sound+ optimized for high fidelity audio,,,,,
Lenovo ThinkPad T440P Core i5 4th Gen Laptop,"৳ 14,000",Rainbow Computer,Mirpur,01914360134,Used Laptop,Lenovo,Used,Standard,Intel Core i5-4300M 4th Generation,2.6GHz Clock Speed,14 Inch LED Non-Touch Display,8GB DDR3,500GB,HDD,Intel HD 4600,"802.11a/b/g/n/ac, Bluetooth 5.0",Yes,SD Card Reader,4 Cell,Standard,Windows,335.28 x 228.6 x 30.4 mm,2.3 Kg,Lenovo Thinkpad,Intel QM87 Express,"Stereo Speakers, Microphone",,,,,
Lenovo IdeaPad 330 Core i3 8th Gen 8GB RAM Laptop,"৳ 18,500",Rainbow Computer,Mirpur,01914360134,Used Laptop,,Used,Standard,Intel Core i5-8260U 8th Generation,"6M Cache, up to 3.90 GHz","15.6"" FHD IPS Antiglare LED",8GB DDR4,256GB,SSD,Intel Integrated Graphics,AC WiFi + Bluetooth V4.1,HD Webcam,"4-in-1 Card Reader (SD, SDHC, SDXC, MMC)",2-Cell Li-Polymer,Standard,Windows,,2.2 Kg,Others,,2 x 2 W speakers with Dolby Audio,,,,,
Apple MacBook Pro Core i5 16GB RAM / 256GB SSD,"৳ 51,500",Laptop Land Bd,ElephantRoad,01897496011,Used Laptop,Apple,Used,Standard,Intel Core i5,Base Frequency 1.4GHz and Up to 3.9GHz,"13.3"" diagonal LED-backlit display with IPS technology",16GB,256GB SSD,SSD,Intel Iris Plus Graphics,Ethernet / Wi-Fi / Bluetooth V5.0,720p FaceTime HD Camera,,"38.75W, Li-polymer",Backlit Magic Keyboard,,304.1 x 15.6 x 212.4mm,1.3 kg,Others,Integrated with Processor,Built in Stereo Speakers Ethernet / Wi-Fi / Bluetooth V5.0,,,,,
HP EliteBook 840 G5 Core i7 8th Gen IPS Touchscreen,"৳ 31,000",AL- Madina Gadget Shop,Kamalapur,01628222134,Used Laptop,HP,Used,Standard,Intel Core i7 8th Generation Processor,"1.6 GHz base frequency, up to 4.2 GHz boost speed","14"" FHD (1920 x 1080) IPS Touchscreen",8GB DDR4,256GB M.2 NVMe,SSD,Intel UHD Graphics 620,"Intel Dual Band Wireless-AC 8265 802.11a / b / g / n / ac Wi-Fi, Bluetooth 4.2 Combo, Non-vPro, LAN",Full HD IR Webcam,,4-Cell Battery with 6-Hours Backup,"Spill-Resistant with Drain, HP Dura Backlit Keyboard",,328.9 x 232.8 x 15.9mm,1.30 Kg,HP EliteBook,Integrated with processor,DTS Sound + Optimized for High Fidelity Audio,,,,"USB Type-C connector, 2 x USB 3.1 Gen1 charging, 1 x HDMI 1.4b, 1 x RJ-45",Finger Print Security
Dell Vostro 3510 Core i3 11th Gen Laptop,"৳ 29,000",Zubayer ,Jatrabari,01714799181,Used Laptop,Dell,Used,Standard,Core i3 11th Gen,3GHz (base speed) to 4.1GHz (single- and dual-core boost),15.6'' FHD display,8GB,1TB,SSD,Integrated Graphics,"Bluetooth, 802.11ac 1x1 WiFi & 1 Flip-Down RJ-45 port 10/100/1000 Mbps",HD,,"3 Cells, 56Wh",Non-Backlit Keyboard,,235 x 358 x 19 mm,1.69 kg,Dell Vostro,,"Stereo speakers, 2W x 2 = 4W",,,,,
Dell Lattitude 5490 Core i5 6th Gen Laptop,"৳ 20,000",Hridoy,Gopalpur,01712936489,Used Laptop,Dell,Used,Standard,Core i5 6th Gen,"3.20 GHz, 6MB Intel Smart Cache",14 inch wide with 1920 x 1080p,8GB,256GB,SSD,integrated Intel UHD Graphics 620,"Wi-Fi 802.11 ac, Ethernet","Yes, HD",1 x SD Card Reader,,,,33.34 x 22.89 x 2.05 cm,1.6 kg,Dell Latitude,,,,,,,
"Hp ProBook 640 G3 Core i5 7th Gen 14"" Touch Laptop","৳ 18,000",AL- Madina Gadget Shop,Kamalapur,01628222134,Used Laptop,HP,Used,Standard,Intel Core i5 7th Generation,Up to 3.10 GHz,"14"" Full HD (1920 x 1080) IPS Touch Display",8 GB DDR4,256GB M.2 NVMe,SSD,Intel UHD Graphics 620,Intel Dual Band Wireless-AC 7265 802.11a / b / g / n / ac 2 x 2 Wi-Fi and Bluetooth 4.2 Combo,720p HD webcam,"Yes, SD, SDHC, and SDXC supported",6-cell Li-Ion Battery with 3 hrs+ Backup,Backlight,,34.01 x 23.70 x 2.69 cm,Starting at 1.95 kg,HP Probook,Integrated with processor,Two built-in stereo speakers,DVD Writer,,,,
Lenovo ThinkPad X280 Core i7 8th Gen Touch 8GB RAM,"৳ 25,999",Khan Gadget,ElephantRoad,01974122755,Used Laptop,Lenovo,Used,Standard,Intel Core i7-8650U 8th Gen,"Up To 4.20GHz, 8MB Cache","12.5"" FHD Touch",8GB DDR4 2400MHz,256GB NVMe Drive,SSD,Intel Ultra HD- 4GB,"Wi-Fi Intel Dual Band Wireless-AC (2 x 2), Bluetooth V4.2",720p HD with ThinkShutter,MicroSD Card Reader,"11.46V, 4050mAh",LED Backlit Key,Windows,307.7 x 209.8 x 17.8mm,1.13Kg,Lenovo Thinkpad,Intel,Dolby Premium Audio,,,Extra RAM Slot,,
Lenovo Thinkpad X390 Core i7 8th Gen 16GB RAM Laptop,"৳ 30,999",Laptop Core Technology,Mirpur,01836583433,Used Laptop,Lenovo,Used,Standard,Intel Core i7-8665U 8th Generation,"Base Frequency 1.90 GHz, Max Turbo Frequency 4.80 GHz","13.3"" Full HD LED Backlit Anti-Glare",16GB DDR4,256GB,SSD,On-Board Graphics,"802.11a/b/g/n/ac, Bluetooth 5.0",2MP HD Cam,SD Card Reader,4-Cell,Standard,Windows,"12.3 x 8.6 x 0.67""",1.2Kg,Lenovo Thinkpad,Intel Chipset,Realtek HD Audio,,,,,
HP 15s fq2015tu Core i5 11th Gen 15.6 FHD Display,"৳ 44,500",Mr. Tech,ElephantRoad,01911570045,Used Laptop,HP,Used,Standard,Intel Core i5-1135G7 11th Gen,"up to 4.2 GHz with Intel Turbo Boost Technology, 8 MB L3 Cache, 4 Cores","15.6"" diagonal Full HD 1920 x 1080p Display, Micro-Edge, Anti-Glare, 250 nits, 45% NTSC",8GB DDR4,512GB PCIe NVMe M.2,SSD,Intel Iris Graphics,Intel Wi-Fi 6 AX201 2 x 2 and Bluetooth V5,HP True Vision 720p HD camera,1 x Multi-Format SD Media Card Reader,"3-Cell, 41Wh Li-ion","Full-Size, Backlit, Natural Silver Keyboard with Numeric Keypad",Windows,35.85 x 24.2 x 1.99cm,Starting at 1.75 Kg,Others,Intel Integrated SoC,Integrated Stereo Speaker,,,,,
HP Pavilion Core i7 10th Gen 2GB Dedicated Graphic,"৳ 43,500",Mr. Tech,ElephantRoad,01911570045,Used Laptop,HP,Used,Gaming,Intel Core i7 10th Generation,"8MB Cache, 1.3GHz up to 3.9GHz","15.6"" Diagonal Full HD IPS Anti Glare Micro Edge WLED Backlit 1920 x 1080P Display",16GB DDR4 2666MHz,512GB PCIe NVMe M.2,SSD,2GB Nvidia dedicated graphics,Integrated 10 / 100 / 1000GbE LAN Intel Wireless AC 9461 802.11a / b / g / n /  ac 1 x 1 Wi-Fi Bluetooth 5.0V,HP Wide Vision HD Camera with Integrated Dual Array Digital Microphone,1 Multi-Format SD Media Card Reader,"3-cell, 41 Wh Li-ion",,,,1.85Kg,HP Pavilion,Intel Chipset,"B & O, Dual Speakers, HP Audio Boost",No,,,,36.16 x 24.56 x 1.79 mm
Lenovo IdeaPad Slim 3 15IRU8 Core i3 13th Gen Laptop,"৳ 49,999",Khan Gadget,ElephantRoad,01974122755,Used Laptop,Lenovo,Used,Standard,Intel Core i3-1305U 13th Generation,"10MB Cache, up to 4.50 GHz","15.6"" FHD",8GB DDR4 3200MHz,256GB NVMe Drive,SSD,Intel UHD Graphics 4GB,"Wi-Fi 6, 802.11ax 2 x 2 Wi-Fi + Bluetooth V5.2,","FHD 1080p, with privacy shutter, fixed focus",Yes,Integrated Li-Polymer 47Wh,"6-Row, Multimedia Fn keys",Windows,14.15 x 9.25 x 0.70 inch,Starting at 1.62 Kg,Others,Intel,"User-facing stereo speakers, 1.5W x 2, optimized with Dolby Audio",N/A,,,,
Lenovo ThinkPad T480s Core i7 8th Gen 512GB SSD Laptop,"৳ 32,999",Laptop Core Technology,Mirpur,01836583433,Used Laptop,Lenovo,Used,Standard,Intel Core i7-8650U 8th Generation,"1.90GHz- 2.11GHz, 8M Cache","14"" diagonal FHD display",16GB DDR4,512GB PCIe M.2 NVMe Class 35,SSD,Intel UHD Graphics 620,Intel Dual Band Wireless-AC (2 x 2) Bluetooth: 4.2,HD Webcam,SD Card Reader,3-Cell Li-ion Battery (5 hours),US International Layout,Windows,13.25 x 9.15 x .078 inches,1.31Kg,Others,Intel Chipset,Dolby Audio Premium,N/A,,,,
HP ZBook Studio G5 Mobile WorkStation,"৳ 67,999",Khan Gadget,ElephantRoad,01974122755,Used Laptop,HP,Used,Standard,Intel Core i7-9850H 9th Generation,"12M Cache, up to 4.60 GHz","15.6 inch Diagonal FHD IPS eDP with Panel Self Refresh (PSR), LED Backlit, Anti-Glare, 400 nits",16GB DDR4 2666MHz,512GB NVMe,SSD,Intel Ultra HD 630-8GB with NVIDIA Quadro P1000-4GB Dedicated,Intel Dual Band Wireless-AC 9560 802.11a / b / g / n / ac (2 x 2) Wi-Fi with Bluetooth V5.0 Combo Adapter (vPro),High-Quality Fixed Focus Lens,Full-Size SD,HP 3-cell Long Life Li-ion Polymer,Full-Size and Spill-Resistant Backlight,Windows,14.17 x 9.65 x 0.74 inch,1.99 Kg,HP ZBook,Mobile Intel CM246,"Audio by Bang & Olufsen, Dual Stereo Speakers",,,,,
HP OMEN Gaming 16-n0046AX Ryzen 9-6900HX,"৳ 148,500",Khan Gadget,ElephantRoad,01974122755,Used Laptop,HP,Used,Gaming,AMD Ryzen 9-6900HX,"Maximum Frequency of 3.30GHz, 16MB Cache,","16.1"" UHD 165Hz Refresh Rate,  3 ms response time, IPS, micro-edge, anti-glare, Low Blue Light, 300 nits, 100% sRGB",16GB DDR5 4800MHz,1TB NVMe Express Drive,SSD,AMD Radeon 680M 8GB with NVIDIA RTX 3070Ti-8GB GDDR6,MediaTek Wi-Fi 6 MT7921 2 x 2 and Bluetooth V5.3 wireless card,HP Wide Vision 720p HD camera,Multi-format SD media card reader,"6-Cell, 83 WhLi-ionpolymer",RGB Backlit,Windows,36.9 x 24.8 x 2.3 cm,Starting at 2.35 Kg,HP Omen,AMD Integrated SoC,"Audio by Bang & Olufsen, DTS: X Ultra, Dual Speakers, HP Audio Boost",N/A,,,,
Apple MacBook Pro Core i7 2017,"৳ 63,499",Laptop Core Technology,Mirpur,01836583433,Used Laptop,Apple,Used,Macbook,Intel Core i7 Processor,"2.9GHz Base Frequency & 3.8GHz Turbo Boost Speed, 6MB Cache","15.4"" 2880 x 1800p Retina Display with True Tone",16GB  LPDDR3 2133MHz,512GB,SSD,Intel HD Graphics 630,"802.11ac Wi-Fi a / b / g / n, Bluetooth 4.2",720p FaceTime HD camera,,76.0-Watt Lithium-Polymer,64 (U.S.) / 65 (ISO) keys including 4 arrow keys,Default OS,0.61 x 13.75 x 9.48 inch,1.83 Kg,Others,Intel,Stereo Speakers with High Dynamic Range,,✅ MacBook Pro A1707,,,
HP Victus 15-fb1013dx Ryzen 5-7535HS Gaming Laptop,"৳ 74,000",Md. Moin Khan Pranto,Dhanmondi,01304097369,Used Laptop,HP,Used,Gaming,AMD Ryzen 5-7535HS,"Up to 4.55GHz, 16MB Cache","15.6"" FHD 144Hz FHD, 45% NTSC Color gamut, anti-glare, 250nits Brightness display",16GB DDR5 4800MHz,512GB NVMe Gen4,SSD,AMD Radeon 660M Graphics 4GB + Dedicated NVIDIA RTX 2050 4GB,Integrated 10/100/1000 GbE LAN,HP True Vision 720p FHD camera with temporal noise reduction,,"4-Cell, 70Wh Li-ion Polymer","Full-Size, Backlit, Keyboard with Numeric Keypad",Windows,36.9 x 25.94 x 2.29cm,2.31 Kg,Others,,Audio by B&O / Dual Speaker,,,,,
Apple Macbook Air M2,"৳ 120,000",Apu Dutta,Mymensingh Sadar,01717045182,Used Laptop,Apple,Used,Macbook,M2,"Base Frequency 2.42GHz - 3.48 GHz, 20 MB Cache",13.6-inch 2560 x 1664p Liquid Retina display,8GB DDR4,256GB,SSD + HDD,Apple 8-Core GPU,"802.11ax Wi-Fi 6, IEEE 802.11a/b/g/n/ac compatible,  Bluetooth V5",1080p FaceTime HD camera,,"52.6-watt Capacity, Lithium‑polymer Type",Backlit Magic,MacOS,30.41 x 21.5 x 1.13cm,1.24 Kg,Others,,"Four-speaker sound system, Wide Stereo Sound",,,,,
HP ProBook 11 G2 Celeron 7th Gen 8GB RAM Laptop,"৳ 14,500",YOU TECH BD,Mirpur,01786022422,Used Laptop,HP,Used,Mini,Intel Celeron 7th Generation,"Base Frequency 2.30GHz up to 2.30GHz,",11.6 Inch HD widescreen anti-glare LED-Backlit Display,8GB DDR4,128GB,SSD,Intel HD Graphics 520,"802.11 a / b / g / n / ac Wireless, Bluetooth Version 4.2",HP TrueVision HD camera,SD Card Reader,6-Cell Li-Ion Type Battery,"100% Full Size Island Style, Spill Resistant",Windows,301 x 227 x 25.4 mm,1.58 Kg,HP Probook,,"DTS Sound, Integrated Stereo Speaker, Single digital microphone",,,,,
Lenovo ThinkPad X1 Detachable Laptop with Pen,"৳ 50,900",YOU TECH BD,Mirpur,01786022422,Used Laptop,Lenovo,Used,Standard,Intel Core i7-8650U 8th Generation,"1.80 GHz Base Frequency up to 4.00 GHz, 8M Cache, 4 Cores, 8 Thread","12.5"" 3K Resolution Touchscreen Display",16GB DDR4,512GB NVMe,SSD,8GB Intel Graphics,Wi-Fi 6 AX201 802.11AX 2 x 2 & Bluetooth 5.2,720p,,"3-Cell Type, 57Wh Caapcity",Detachable Backlit,Windows,323 x 217 x 14.9 mm,1.09 Kg,Lenovo Thinkpad,,Stereo with Dolby Audio Premium,,,,,
"Apple MacBook Pro 2015 Core i7 Quad Core 15"" Retina","৳ 53,900",YOU TECH BD,Mirpur,01786022422,Used Laptop,Apple,Used,Macbook,Intel Core i7 Quad Core,Turbo Boost up to 3.4GHz,"15"" Retina Display",16 GB DDR4,512GB NVME,SSD,"Intel Iris 6100, Dedicated Graphics 2 GB",802.11ac Wi-Fi wireless networking; IEEE 802.11a/b/g/n compatible Bluetooth 4.0 wireless technology,720p FaceTime HD camera,SDXC Card Slot,3 Hours Backup 85W MagSafe with 2 Power Adapter & Cable Management System,"Full-size backlit keyboard with 78 (U.S.) or 79 (ISO) keys, including 12 function keys and 4 arrow keys (inverted “T” arrangement) with ambient light sensor Multi-Touch trackpad for precise cursor control; supports inertial scrolling, pinch, rotate, swipe, three-finger swipe, four-finger swipe, tap, double-tap, and drag capabilities",Mac,31.4 x 21.9 x 1.8 cm,1.58 kg,Others,,Stereo speakers Dual microphones 3.5 mm headphone jack Support for Apple iPhone headset with remote and microphone Support for audio line out,,,,,
HP EliteBook 830 G7 Core i7 10th Gen 16GB RAM Touch,"৳ 57,900",YOU TECH BD,Mirpur,01786022422,Used Laptop,HP,Used,Standard,Intel Core i7-10610U 10th Generation,"8M Cache, up to 4.90 GHz",13.3 inch Diagonal FHD IPS eDP Anti-glare WLED-backlit bent touch-on-panel screen,16GB DDR4 2667MHz,512GB NVMe,SSD,Intel UHD Graphics 8GB,"Intel Wi-Fi 6 AX201 (2x2) and Bluetooth 5 combo, vPro",HP Wide Vision HD Camera With Integrated Dual Array Digital Microphone,Yes,"HP Long Life 3-Cell, 53 Wh Li-Ion",Backlit,Windows,12.1 x 8.1 x 0.7 inch,Starting at 1.24 Kg,HP EliteBook,Intel,"Bang & Olufsen, Dual Stereo Speakers, 3-Multi Array Microphone",N/A,,,,
Lenovo ThinkPad Core i5 4th Generation 120GB SSD Laptop,"৳ 16,000",Ratul,Gopalganj Sadar,01406506660,Used Laptop,Lenovo,Used,Standard,Intel Core i5-4100M 4th Generation,"2.50 GHz Clock Speed, 3MB Cache","14"" Full HD LED Display",8GB PC4L,120 GB SSD,SSD,Intel HD Graphics 4400,"LAN, Wi-Fi, Bluetooth 5.0",1MP HD Camera,Yes,6 Cell Li-ion,Standard,Windows 10 Pro 64 bit,,2.10 Kg,Lenovo Thinkpad,Intel HM85 Chipset,,,,,,
Acer Extensa 15 Core i5 12th Gen 512GB SSD,"৳ 56,000",IT STORE,Panthapath,01303697733,Used Laptop,Acer,Used,Standard,Intel Core i5 12th Gen,"12M Cache, up to 4.40 GHz","15.6"" FHD IPS display",8GB DDR4,512GB,SSD,Intel UHD Graphics,"802.11a / b /  g/ n / ac / ax wireless, LAN, Bluetooth 5.2",720p HD,,"3-cell Li-ion battery, 50Wh",Standard Numeric keypad,,,,Others,,Two built-in stereo speakers,,✅ EX215-55-EP,,,
Lenovo Yoga 500 Core i5 5th Gen 2GB Graphic Touch,"৳ 25,000",Zamans Laptop,Mohammadpur,01752986720,Used Laptop,Lenovo,Used,Standard,Intel Core i5 5th Gen 5200U Processor,2.2 GHz with Turbo Boost Up to 2.7 GHz,"14"" 4K Supported  FHD Touch Display",8 GB DDR4,128 GB M.2 NVME SSD + 500 GB HDD,SSD + HDD,Built in 6 GB Graphics with 2GB dedicated NVIDIA GeForce 940m,"Gigabit LAN, Bluetooth, Wi-Fi",HD Webcam,Multi-Format SD Media Card Reader,"4 Cell Li-ion Battery, 4 hours Backup",Standard,,,1.8 Kg,Others,,B&O PLAY with 2 Speakers,,,,,
Lenovo ThinkPad E15 Gen 2 Core i7 11th Gen 512GB SSD,"৳ 55,000",Bangladesh Laptop Gallery,ElephantRoad,01687321007,Used Laptop,Lenovo,Used,Standard,Intel Core i7-1165G7,"Up To 4.70GHz, 12MB Cache","15.6"" FHD (1920 x 1080)",16GB DDR4 2400MHz,512GB NVMe Express Drive,SSD,NVIDIA MX450- 2GB DDR5,"LAN, Wi-Fi & Bluetooth",HD Webcam,,57Wh,,,,,Lenovo Thinkpad,,,,,,,
HP EliteBook 850 G8 Core i5 11th Gen 512GB SSD,"৳ 52,000",Mr. Tech,ElephantRoad,01911570045,Used Laptop,HP,Used,Standard,Intel Core i5 1185G7 11th Generation,"2.8 GHz Base frequency, up to 4.7 GHz with Intel Turbo Boost Technology 12 MB cache, 4 cores","15.6 inch Diagonal FHD bent, Anti-Glare UWVA eDP, 250 nits, 45% NTSC",16GB DDR4,512GB NVME M.2,SSD,Intel Graphics 8GB,"Intel Wi-Fi 6 AX201 2 x 2 and Bluetooth 5 combo, vPro",720p HD and IR Camera,,"HP Long Life 3-cell, 56 Wh Li-ion",Dual Point with numeric keypad spill-resistant Premium,Windows,35.94 x 23.67 x 1.90 cm,Starting at 1.69 Kg,HP EliteBook,,74dB Integrated Stereo Speaker,,,,,
Asus VivoBook S556UQ Core i5 6th Gen 2GB Dedicated,"৳ 26,000",Zamans Laptop,Mohammadpur,01752986720,Used Laptop,Asus,Used,Standard,Intel Core i5 6th Gen 6200U Processor,"2.30 GHz by Turbo Frequency Up To 2.80 GHz, 3 MB Cache","15.6"" 4K",8GB DDR4,256 GB M.2 NVMe,SSD,4GB Shared with 2GB Dedicated NVIDIA GeForce MX 150,"Wi-Fi 802.11 b/g/n, Bluetooth 4.0, 10/100/1000 Base T",HD Webcam,USB / RJ-45 / HDMI,4 cell,Standard,Standard,,2 Kg,Asus Vivobook,Intel HM99 Chipset,Stereo Speakers with Dolby Advanced Audio Certification,DVD RW,,,,
Dell Latitude 3190 Pentium N5030 Touch Laptop,"৳ 13,500",YOU TECH BD,Mirpur,01786022422,Used Laptop,Dell,Used,Standard,Intel Pentium Silver N5030 Processor,"1.10GHz / up to 2GHz, 4 MB cache","11.6"" backlight Touch screen",4GB,200GB,SSD,Intel HD Graphics 505,Intel 802.11 a / b / g / n / ac Wireless LAN / Bluetooth Version 4.0,HD webcam,Yes,3 Cell,Standard,Windows,303.8 x 207.9 x 21.25mm,1.45 Kg,Dell Latitude,Integrated with processor,Realtek HD Audio,,,,,
Apple MacBook Pro A1990 Core i7 16GB RAM & 256GB SSD,"৳ 65,490",Next Future It,Uttara,01920677960,Used Laptop,Apple,Used,Standard,Intel Core i7,2.2GHz Base Frequency & 3.4GHz Turbo Boost Speed with 6MB Shared L3 Cache,"15.4"" Diagonal LED-backlit with IPS technology, 2880 x 1800p Resolution",16GB DDR3L 1600MHz,256GB,SSD,Intel Iris Pro Graphics,802.11ac Wi-Fi & Bluetooth V4.0,720p FaceTime HD Cam,,Built-in 95Whr Lithium Polymer / 85W MagSafe 2 Power Adapter with Cable Management System / MagSafe 2 Power Port,"Full-size backlit keyboard with 78 (U.S.) or 79 (ISO) keys, 12 Function keys and 4 arrow keys, Ambient light sensor",Default OS,1.8 x 35.89 x 24.71cm,2.02Kg,Others,Intel,Stereo Speakers / Dual Microphones / Headphone Jack,,,,,
HP Envy X360 2-in-1 Core 5 120U 512GB SSD Laptop,"৳ 85,000",Khan Gadget,ElephantRoad,01974122755,Used Laptop,HP,Used,Standard,Intel Core 5 120U,"12M Cache, up to 5.00 GHz","14-inch Diagonal, FHD, Multitouch-Enabled, IPS, Edge-to-Edge Glass, micro-edge 300nits Brightness",8GB DDR4 3200MHz,512 GB PCIe NVMe M.2,SSD,Intel Graphics 4GB,Intel Wi-Fi 7 BE200 2 x 2 and Bluetooth V5.4,HP True Vision 5MP camera with temporal noise reduction and integrated dual array digital microphones,1 microSD media card reader,"3-Cell, 43Wh Li-ion Polymer","Full-Size, Backlit, Soft Grey",Windows,12.68 x 8.3 x 0.75 inch,Starting at 1.51 Kg,HP Envy,Intel Integrated SoC,Poly Studio with Dual Speakers,N/A,,,,
"Dell Latitude 5411 Core i5 10th Gen 14"" Display","৳ 37,000",Liberal IT,ElephantRoad,01793466420,Used Laptop,Dell,Used,Standard,Intel Core i5-10210U 10th Generation,"1.6GHz base frequency & up to 4.2GHz turbo boost speed, 4 Core, 6MB Cache","14"" FHD LED",16GB DDR4,256GB,SSD,8GB Intel UHD Graphics,"Intel Dual Band Wi-Fi 6 AX201 2x2 802.11ax 160MHz, Bluetooth V5.1",0.9MP HD Webcam,Smart Card Reader,"3-Cell, 42Whr",81-Key Notebook Keyboard with Backlit,Windows,12.71 x 8.50 x 0.8 inch,1.48 Kg,Dell Latitude,,,,,,,
